uniprot_id	gene_name
Q92784	DPF3
F8W7T1	DPF3
F5H575	DPF3
G5EA56	DPF3
Q9BZG8	DPH1
K7EQQ6	DPH1
I3L226	DPH1
I3L3X9	DPH1
I3L1H5	DPH1
Q9BQC3	DPH2
B4DNI8	DPH2
A8MVC9	DPH2
H0YCR5	DPH2
H0YED1	DPH2
E9PIY4	DPH2
E9PLL2	DPH2
E9PMH7	DPH2
E9PPU3	DPH2
E9PJH6	DPH2
Q96FX2	DPH3
Q9H4G8	DPH3P1
Q9H2P9	DPH5
Q96DC6	DPH5
O60762	DPM1
Q5QPJ9	DPM1
Q5QPK2	DPM1
H0Y368	DPM1
E9PHH5	DPM1
O94777	DPM2
Q5T9C7	DPM2
Q9P2X0	DPM3
Q8N608	DPP10
J3KQK8	DPP10
J3KPP1	DPP10
F8WEB2	DPP10
J3KQ46	DPP10
C9J4M8	DPP10
Q9NY33	DPP3
G3V180	DPP3
G3V1D3	DPP3
E9PQF2	DPP3
E9PQ14	DPP3
E9PNX5	DPP3
E9PKK8	DPP3
E9PPK9	DPP3
P27487	DPP4
F8WE17	DPP4
F8WBB6	DPP4
H7C1N5	DPP4
P42658	DPP6
Q8IYG9	DPP6
E9PDL2	DPP6
E9PF59	DPP6
Q9UHL4	DPP7
Q6V1X1	DPP8
C9JSG1	DPP8
J3KPT0	DPP8
H0YKA2	DPP8
H0YN53	DPP8
H0YK36	DPP8
H3BNM2	DPP8
H0YMV1	DPP8
H3BQ40	DPP8
Q86TI2	DPP9
Q7Z7J5	DPPA2
Q6W0C5	DPPA3
Q7L190	DPPA4
F8WDC6	DPPA4
C9J7A7	DPPA4
A6NC42	DPPA5
A6NFQ7	DPRX
Q07507	DPT
Q2PZI1	DPY19L1
H7C1I8	DPY19L1
H7C3M5	DPY19L1
Q6NUT2	DPY19L2
B4E191	DPY19L2
F5H4G6	DPY19L2
F5H1L7	DPY19L2
F5H0W1	DPY19L2
F5H5T7	DPY19L2
H0YF77	DPY19L2
Q6NXN4	DPY19L2P1
Q6ZN68	DPY19L2P2
Q6ZPD9	DPY19L3
Q8N6Q4	DPY19L3
K7ELH8	DPY19L3
K7ELG1	DPY19L3
K7ELB5	DPY19L3
Q7Z388	DPY19L4
H0YBK6	DPY19L4
H0YBV9	DPY19L4
H0YBL6	DPY19L4
E5RGH1	DPY19L4
H0YBI1	DPY19L4
E5RGB7	DPY19L4
H0YAT0	DPY19L4
Q9C005	DPY30
B4DIS3	DPY30
H7C0Z0	DPY30
Q12882	DPYD
B4DML1	DPYD
Q14117	DPYS
E5RG28	DPYS
H0YEV7	DPYS
Q16555	DPYSL2
E5RFU4	DPYSL2
Q14195	DPYSL3
H0YB87	DPYSL3
H0YBT4	DPYSL3
F5GWI3	DPYSL3
D6RF19	DPYSL3
O14531	DPYSL4
Q5T0Q6	DPYSL4
Q9BPU6	DPYSL5
E9PHT0	DPYSL5
E7ESV0	DPYSL5
E7EWB4	DPYSL5
Q8TE96	DQX1
C9J0W1	DQX1
H7BZE3	DQX1
Q01658	DR1
Q8N682	DRAM1
B7Z4T0	DRAM1
H0YHJ0	DRAM1
H0YHV0	DRAM1
Q6UX65	DRAM2
Q14919	DRAP1
C9JCC6	DRAP1
E9PNC7	DRAP1
E9PMW2	DRAP1
E9PQX9	DRAP1
Q8NBI3	DRAXIN
P21728	DRD1
P14416	DRD2
Q6LDH7	DRD2
F8VUV1	DRD2
P35462	DRD3
E9PCM4	DRD3
P21917	DRD4
P21918	DRD5
Q9Y295	DRG1
F8WEE0	DRG1
H0YI06	DRG1
H7C1E1	DRG1
P55039	DRG2
J3QLF3	DRG2
A8MZF9	DRG2
J3QKW7	DRG2
J3QRI9	DRG2
J3QL90	DRG2
J3QR71	DRG2
J3QQI1	DRG2
J3QKV7	DRG2
J3KRL5	DRG2
A6NNA5	DRGX
C9JW76	DRGX
Q9NRR4	DROSHA
E7EMP9	DROSHA
H7C5U6	DROSHA
E5RHD1	DROSHA
H0YB67	DROSHA
Q13474	DRP2
F2Z3K8	DRP2
Q08554	DSC1
Q02487	DSC2
Q14574	DSC3
J3QRL9	DSC3
O60469	DSCAM
Q8WY19	DSCAM
Q8TD84	DSCAML1
G3V1B5	DSCAML1
E9PP71	DSCAML1
Q9BVC3	DSCC1
P59022	DSCR10
A4GU14	DSCR1L2
O14972	DSCR3
B7Z6B1	DSCR3
B7Z606	DSCR3
A8MY26	DSCR3
A8MTY9	DSCR3
E7EWN9	DSCR3
H7C5I8	DSCR3
P56555	DSCR4
E9PRE8	DSCR4
A8MZ14	DSCR4
P57055	DSCR6
Q96T75	DSCR8
P59020	DSCR9
Q9UL01	DSE
B7Z765	DSE
B7Z1T3	DSE
Q8IZU8	DSEL
Q02413	DSG1
B7Z845	DSG1
Q14126	DSG2
J3KSI6	DSG2
P32926	DSG3
Q86SJ6	DSG4
Q9H410	DSN1
P15924	DSP
Q9NZW4	DSPP
Q03001	DST
Q6P0N6	DST
Q5T0V7	DST
J3QTQ0	DST
F8W9J4	DST
E7ESK0	DST
E7ETB9	DST
E9PHM6	DST
H0YBX0	DST
H0YAT7	DST
H0YC82	DST
E7ERU2	DST
E7ERX3	DST
E9PEB9	DST
H0YC65	DST
E7ERU0	DST
F6QMI7	DST
P60981	DSTN
F6RFD5	DSTN
Q6XUX3	DSTYK
C9J9G6	DSTYK
Q8TEA8	DTD1
Q96FN9	DTD2
F8VVE1	DTD2
Q6ZMT9	DTHD1
D6RB49	DTHD1
Q9NZJ0	DTL
F5GZ90	DTL
Q9Y4J8	DTNA
F8WE01	DTNA
K7EJ84	DTNA
K7ENJ7	DTNA
K7EMN1	DTNA
K7ESB2	DTNA
K7ER73	DTNA
K7ERZ2	DTNA
K7ERH7	DTNA
K7EIV1	DTNA
O60941	DTNB
B7Z202	DTNB
G5E9F6	DTNB
E9PEY4	DTNB
E9PE76	DTNB
E7EVB6	DTNB
E7ES64	DTNB
F8WD22	DTNB
F8W9U0	DTNB
Q96EV8	DTNBP1
D6RB80	DTNBP1
A6NFV8	DTNBP1
D6RAR7	DTNBP1
D6RCT8	DTNBP1
D6RID1	DTNBP1
D6RJC6	DTNBP1
D6RAX1	DTNBP1
Q8N5C7	DTWD1
H0YL61	DTWD1
H0YML0	DTWD1
H0YK73	DTWD1
H0YMP4	DTWD1
Q8NBA8	DTWD2
J3KND6	DTWD2
D6REE2	DTWD2
D6RBD8	DTWD2
Q86Y01	DTX1
Q86UW9	DTX2
C9JY61	DTX2
C9JF39	DTX2
C9IYX1	DTX2
H7C3B8	DTX2
C9JLU8	DTX2
C9JEH4	DTX2
C9JVC8	DTX2
C9JS11	DTX2
C9JYJ9	DTX2
C9JII1	DTX2
E7ET89	DTX2
Q8N9I9	DTX3
F8VUZ4	DTX3
F8VV96	DTX3
H0YHF9	DTX3
Q8TDB6	DTX3L
Q9Y2E6	DTX4
P23919	DTYMK
G5E9E9	DTYMK
H7C312	DTYMK
H7C3A4	DTYMK
H7BZ20	DTYMK
Q9NRD9	DUOX1
H0YK19	DUOX1
H0YNR5	DUOX1
Q9NRD8	DUOX2
Q1HG43	DUOXA1
B5M0C0	DUOXA1
H0YLQ4	DUOXA1
H0YKF3	DUOXA1
H0YMH9	DUOXA1
H0YMZ8	DUOXA1
H0YKG3	DUOXA1
H0YNR1	DUOXA1
H0YLI1	DUOXA1
Q1HG44	DUOXA2
H0YNQ6	DUOXA2
Q68J44	DUPD1
Q6P1R4	DUS1L
J3QKP9	DUS1L
F5H0Q0	DUS1L
J3QLE4	DUS1L
J3QQZ0	DUS1L
J3KSK2	DUS1L
H0YGW8	DUS1L
J3QQL9	DUS1L
J3KT57	DUS1L
Q9NX74	DUS2L
E7EUN9	DUS2L
I3L4H0	DUS2L
H3BRI6	DUS2L
J3QLD5	DUS2L
H3BQX4	DUS2L
I3L4Y9	DUS2L
H3BSF3	DUS2L
H3BM64	DUS2L
I3L0K0	DUS2L
I3L1K5	DUS2L
H3BTR3	DUS2L
H3BMK6	DUS2L
Q96G46	DUS3L
K7ER20	DUS3L
K7EQU9	DUS3L
K7EJX8	DUS3L
K7EM42	DUS3L
K7EPA4	DUS3L
K7ERF2	DUS3L
O95620	DUS4L
F2Z2E4	DUS4L
F8WEL2	DUS4L
F8WFE3	DUS4L
P28562	DUSP1
Q9Y6W6	DUSP10
O75319	DUSP11
C9JYA6	DUSP11
C9JGC8	DUSP11
H7C0E6	DUSP11
Q9UNI6	DUSP12
Q9UII6	DUSP13
Q6B8I1	DUSP13
E9PSD4	DUSP13
F2Z2C4	DUSP13
O95147	DUSP14
Q9H1R2	DUSP15
H0Y5A2	DUSP15
Q5QP64	DUSP15
Q9BY84	DUSP16
F5H5X4	DUSP16
Q8NEJ0	DUSP18
F2Z2P2	DUSP18
F8VX42	DUSP18
H7C401	DUSP18
C9JEE9	DUSP18
Q8WTR2	DUSP19
Q05923	DUSP2
Q9H596	DUSP21
Q9NRW4	DUSP22
H7C0Y4	DUSP22
Q9BVJ7	DUSP23
Q9BV47	DUSP26
E5RHD0	DUSP26
Q5VZP5	DUSP27
Q4G0W2	DUSP28
H7C234	DUSP28
P51452	DUSP3
Q8IYJ9	DUSP3
K7ES89	DUSP3
K7ELG5	DUSP3
K7EPK5	DUSP3
Q13115	DUSP4
Q16690	DUSP5
Q16828	DUSP6
F8VZA4	DUSP6
F8VW29	DUSP6
Q16829	DUSP7
H7C4Z0	DUSP7
Q13202	DUSP8
Q99956	DUSP9
H0Y7W4	DUSP9
P33316	DUT
H0YKI0	DUT
H0YNW5	DUT
H0YNJ9	DUT
H0YMM5	DUT
H0YMP1	DUT
H0Y477	DUT
H0YKC5	DUT
O43812	DUX1
O75505	DUX2
Q96PT4	DUX3
Q9UBX2	DUX4
P0CJ85	DUX4L2
F5GZ66	DUX4L2
G3V309	DUX4L2
P0CJ86	DUX4L3
P0CJ87	DUX4L4
E9PEK5	DUX4L4
P0CJ88	DUX4L5
P0CJ89	DUX4L6
P0CJ90	DUX4L7
Q6RFH8	DUX4L9
Q96PT3	DUX5
A6NLW8	DUXA
O14640	DVL1
P54792	DVL1L1
O14641	DVL2
I3L0Z8	DVL2
I3L2W9	DVL2
I3L2N2	DVL2
I3L0M7	DVL2
Q92997	DVL3
B4E3E5	DVL3
C9K0P9	DVL3
F8WCF1	DVL3
Q8WWB3	DYDC1
A8K927	DYDC1
Q96IM9	DYDC2
Q7RTS9	DYM
J3QRD8	DYM
J3QQT7	DYM
E9PG80	DYM
J3QR81	DYM
J3KSU8	DYM
J3QSE7	DYM
J3KSF9	DYM
J3KTF2	DYM
J3KRG4	DYM
J3QRF2	DYM
Q8N1N2	DYNAP
K7EMN5	DYNAP
Q14204	DYNC1H1
H0YJ21	DYNC1H1
O14576	DYNC1I1
G5E9K1	DYNC1I1
E5RJ75	DYNC1I1
E5RFE1	DYNC1I1
F5H050	DYNC1I1
C9J3E7	DYNC1I1
Q13409	DYNC1I2
B7ZA04	DYNC1I2
E9PGG1	DYNC1I2
E7EMU4	DYNC1I2
E7EU01	DYNC1I2
E7ESD3	DYNC1I2
E7ETL8	DYNC1I2
E7EQU2	DYNC1I2
E7EV09	DYNC1I2
E7ERR6	DYNC1I2
E7EQL5	DYNC1I2
E7ET01	DYNC1I2
E7EUM4	DYNC1I2
E7ERH4	DYNC1I2
F8W8S0	DYNC1I2
Q9Y6G9	DYNC1LI1
C9JGM7	DYNC1LI1
E9PHI6	DYNC1LI1
C9JLW1	DYNC1LI1
O43237	DYNC1LI2
B4DZP4	DYNC1LI2
B4E2E0	DYNC1LI2
J3KRZ2	DYNC1LI2
E7EPL8	DYNC1LI2
H3BU48	DYNC1LI2
J3KRI4	DYNC1LI2
J3KSD2	DYNC1LI2
J3QKK5	DYNC1LI2
H3BUM4	DYNC1LI2
Q8NCM8	DYNC2H1
H0YDE0	DYNC2H1
H0YEX1	DYNC2H1
Q8TCX1	DYNC2LI1
E5RJK4	DYNC2LI1
E5RK97	DYNC2LI1
E5RFM8	DYNC2LI1
F8W853	DYNC2LI1
H7BYC8	DYNC2LI1
P63167	DYNLL1
F8VRV5	DYNLL1
F8VXI7	DYNLL1
F8VXL2	DYNLL1
Q96FJ2	DYNLL2
Q9NP97	DYNLRB1
B1AKR6	DYNLRB1
B4DFR2	DYNLRB1
Q8TF09	DYNLRB2
Q7Z4M1	DYNLRB2
H3BQI1	DYNLRB2
H3BPA0	DYNLRB2
H3BNG9	DYNLRB2
P63172	DYNLT1
Q5VTU3	DYNLT1
Q5VTU5	DYNLT1
P51808	DYNLT3
A6NGJ0	DYNLT3
F2Z328	DYNLT3
Q13627	DYRK1A
E7EMI5	DYRK1A
F8WAP0	DYRK1A
F8W9I9	DYRK1A
Q9Y463	DYRK1B
Q92630	DYRK2
F5H5L5	DYRK2
F5GXG1	DYRK2
G8JLB4	DYRK2
O43781	DYRK3
Q5SY34	DYRK3
Q9NR20	DYRK4
B4DQW1	DYRK4
F5H3D3	DYRK4
F5H4X6	DYRK4
F5H6L9	DYRK4
F5GWS4	DYRK4
H0YFI4	DYRK4
O75923	DYSF
A2CJ06	DYTN
Q8WXU2	DYX1C1
B4DY92	DYX1C1
E5RJ13	DYX1C1
Q9NVP4	DZANK1
H7BY29	DZANK1
C9J2A8	DZANK1
Q86YF9	DZIP1
Q8IYY4	DZIP1L
C9JD19	DZIP1L
H7C4G2	DZIP1L
C9JRW2	DZIP1L
Q86Y13	DZIP3
C9J9M8	DZIP3
C9JRX4	DZIP3
C9J702	DZIP3
Q01094	E2F1
Q14209	E2F2
O00716	E2F3
Q16254	E2F4
H3BVE4	E2F4
H3BTM3	E2F4
H3BMP3	E2F4
I3L1B6	E2F4
Q15329	E2F5
E5RHD4	E2F5
H0YBK0	E2F5
C9JYE9	E2F5
H0YBW8	E2F5
O75461	E2F6
B7Z1I8	E2F6
G5E936	E2F6
Q2Z197	E2F6
Q2Z196	E2F6
F8WEZ5	E2F6
F8WC40	E2F6
Q96AV8	E2F7
F8VXV5	E2F7
H0YIF4	E2F7
F8VSE7	E2F7
H0YHW2	E2F7
A0AVK6	E2F8
E9PMT9	E2F8
E9PP48	E2F8
Q66K89	E4F1
H3BN17	E4F1
H3BN24	E4F1
H3BUJ7	E4F1
H3BSL4	E4F1
H3BSL9	E4F1
H3BQZ4	E4F1
Q96JC9	EAF1
B4E3F5	EAF1
F8WFA5	EAF1
Q96CJ1	EAF2
B4DWJ3	EAF2
F8WCI9	EAF2
F8WF04	EAF2
Q56P03	EAPP
G3V5N6	EAPP
G3V2W9	EAPP
Q5JPH6	EARS2
H3BRF5	EARS2
H3BTB7	EARS2
I3L166	EARS2
H3BQP8	EARS2
H3BQI0	EARS2
H3BPY3	EARS2
O00559	EBAG9
E9PND3	EBAG9
E9PJ38	EBAG9
E9PN10	EBAG9
E9PJ40	EBAG9
Q9UH73	EBF1
E5RFQ1	EBF1
Q9HAK2	EBF2
B7Z934	EBF2
F5H645	EBF2
Q9H4W6	EBF3
H0Y3W9	EBF3
Q9BQW3	EBF4
C9J6M4	EBF4
E9PEI2	EBF4
Q14213	EBI3
P0CF75	EBLN1
Q6P2I7	EBLN2
Q99848	EBNA1BP2
H7C2Q8	EBNA1BP2
Q15125	EBP
C9J719	EBP
C9JJ78	EBP
Q9BY08	EBPL
Q6GPH7	EBPL
O95905	ECD
C9JGV1	ECD
F2Z2R1	ECD
C9J316	ECD
P42892	ECE1
B4DKB2	ECE1
E9PJG1	ECE1
E9PHZ1	ECE1
E9PN99	ECE1
O60344	ECE2
F8WCL9	ECE2
H0Y5G8	ECE2
O95672	ECEL1
H7C3M0	ECEL1
Q13011	ECH1
Q9NTX5	ECHDC1
E9PJS8	ECHDC1
F2Z2D6	ECHDC1
H0YD54	ECHDC1
E9PIU8	ECHDC1
J3KP84	ECHDC1
H0Y525	ECHDC1
H0Y5L2	ECHDC1
E9PRU6	ECHDC1
H0YCS9	ECHDC1
E9PPG7	ECHDC1
E9PLY6	ECHDC1
Q86YB7	ECHDC2
B4DSN9	ECHDC2
B7Z7N0	ECHDC2
F5GWU3	ECHDC2
F5H0R2	ECHDC2
F5H408	ECHDC2
F5H2K9	ECHDC2
F5H4W3	ECHDC2
Q96DC8	ECHDC3
Q5W0J6	ECHDC3
Q5W0J8	ECHDC3
P30084	ECHS1
P42126	ECI1
H3BP91	ECI1
H3BS70	ECI1
O75521	ECI2
F1LLU7	ECI2
F8WAW4	ECI2
F8W6J1	ECI2
C9J000	ECI2
C9JB63	ECI2
Q16610	ECM1
O94769	ECM2
Q5T9F4	ECM2
Q5T9F3	ECM2
Q5VYK3	ECM29
Q19T08	ECSCR
H0Y8G8	ECSCR
Q9BQ95	ECSIT
E9PAN9	ECSIT
K7EPL5	ECSIT
K7EMM0	ECSIT
K7EJI1	ECSIT
K7EIK2	ECSIT
K7EJG5	ECSIT
K7EN32	ECSIT
K7EM98	ECSIT
K7ESM8	ECSIT
J3KTF5	ECSIT
Q9H8V3	ECT2
G5E9L8	ECT2
H7C103	ECT2
C9J1C4	ECT2
C9JB41	ECT2
H7C3G1	ECT2
C9J0L6	ECT2
C9JTI2	ECT2
C9JDB4	ECT2
C9JDV9	ECT2
Q008S8	ECT2L
F5H7S9	ECT2L
Q92838	EDA
D6RA95	EDA
Q9HAV5	EDA2R
E7EUS4	EDA2R
Q9UNE0	EDAR
E9PC98	EDAR
Q8WWZ3	EDARADD
B1AL55	EDARADD
Q96F86	EDC3
H3BPN4	EDC3
H3BMB8	EDC3
H3BPW9	EDC3
H3BTF8	EDC3
H3BQ37	EDC3
H3BU87	EDC3
H3BQA1	EDC3
H3BN89	EDC3
H3BNJ7	EDC3
H3BQP5	EDC3
H3BTD6	EDC3
H3BTH0	EDC3
H3BSQ0	EDC3
Q6P2E9	EDC4
I3L0V0	EDC4
I3L3M2	EDC4
I3L2F4	EDC4
Q14507	EDDM3A
P56851	EDDM3B
Q92611	EDEM1
B4DXP3	EDEM1
F8WE67	EDEM1
F8WER9	EDEM1
Q9BV94	EDEM2
B4E1F4	EDEM2
G3V1Q0	EDEM2
F5GZ44	EDEM2
Q9BZQ6	EDEM3
B7ZLZ2	EDEM3
H0Y498	EDEM3
O60869	EDF1
O43854	EDIL3
P05305	EDN1
P20800	EDN2
P14138	EDN3
Q4FAT2	EDN3
P25101	EDNRA
P24530	EDNRB
Q3B7T1	EDRF1
Q15075	EEA1
F8VUZ7	EEA1
F8W119	EEA1
F8WE79	EEA1
O75530	EED
E9PJK2	EED
H0YEL4	EED
E9PMU3	EED
P68104	EEF1A1
Q5JR01	EEF1A1
A6PW80	EEF1A1
Q5VTE0	EEF1A1P5
Q05639	EEF1A2
P24534	EEF1B2
F2Z2G2	EEF1B2
F8WFC9	EEF1B2
F8WF65	EEF1B2
C9JZW3	EEF1B2
P29692	EEF1D
E9PKK3	EEF1D
E9PMW7	EEF1D
E9PI39	EEF1D
E9PJV8	EEF1D
E9PKH7	EEF1D
E9PL12	EEF1D
E9PLL8	EEF1D
E9PLT8	EEF1D
E9PM66	EEF1D
E9PN56	EEF1D
E9PNC8	EEF1D
E9PPR1	EEF1D
E9PIP5	EEF1D
E9PJ84	EEF1D
E9PQ49	EEF1D
E9PQZ1	EEF1D
E9PNW6	EEF1D
E9PK06	EEF1D
E9PQC9	EEF1D
E9PI93	EEF1D
E9PIZ1	EEF1D
E9PRY8	EEF1D
E9PN91	EEF1D
H0YCK7	EEF1D
E9PLS6	EEF1D
E9PK01	EEF1D
H0YE58	EEF1D
E9PRL0	EEF1D
E9PJD0	EEF1D
E9PQR8	EEF1D
E9PPY1	EEF1D
E9PL71	EEF1D
E9PL21	EEF1D
E9PN71	EEF1D
H0YE72	EEF1D
E9PK72	EEF1D
E9PLA1	EEF1D
Q658K8	EEF1DP3
O43324	EEF1E1
D6RBD7	EEF1E1
D6RCQ0	EEF1E1
H0YAH9	EEF1E1
H0YAL7	EEF1E1
P26641	EEF1G
B4DTG2	EEF1G
P13639	EEF2
O00418	EEF2K
H3BRH4	EEF2K
P57772	EEFSEC
C9J8T0	EEFSEC
Q7L9B9	EEPD1
H7C4A5	EEPD1
Q9HAE3	EFCAB1
H0YC53	EFCAB1
H0YBJ9	EFCAB1
H9KVD9	EFCAB1
A6NFE3	EFCAB10
J3KR48	EFCAB10
C9J654	EFCAB10
J3KR52	EFCAB10
Q9BUY7	EFCAB11
B7Z5G9	EFCAB11
F8WA99	EFCAB11
G3V5G1	EFCAB11
H0YJX4	EFCAB11
Q6NXP0	EFCAB12
D6RFI2	EFCAB12
Q8IY85	EFCAB13
G3V128	EFCAB13
E5RI18	EFCAB13
H0YBI2	EFCAB13
E5RFW6	EFCAB13
K7ELL9	EFCAB13
O75071	EFCAB14
F5H7K3	EFCAB14
Q5VUJ9	EFCAB2
H0Y6F0	EFCAB2
H7BY53	EFCAB2
H0Y588	EFCAB2
H0YHT5	EFCAB2
Q8N7B9	EFCAB3
E5RHB1	EFCAB3
J3KQM8	EFCAB3
E5RJB7	EFCAB3
Q8N4Y2	EFCAB4A
E9PK04	EFCAB4A
E9PHZ8	EFCAB4A
E9PRE5	EFCAB4A
E9PPF3	EFCAB4A
Q9BSW2	EFCAB4B
D7UEQ6	EFCAB4B
H0YFI5	EFCAB4B
H7BXT2	EFCAB4B
A4FU69	EFCAB5
B4DZR5	EFCAB5
F5GYL2	EFCAB5
K7EJC3	EFCAB5
C9J1E6	EFCAB5
H0Y4M1	EFCAB5
H0Y843	EFCAB5
Q5THR3	EFCAB6
B0QYI5	EFCAB6
B4DKR4	EFCAB6
A8K855	EFCAB7
A8MWE9	EFCAB8
B7ZBN9	EFCAB8
H0Y4P4	EFCAB8
A8MZ26	EFCAB9
Q9HA90	EFCC1
Q12805	EFEMP1
B4DW75	EFEMP1
Q580Q6	EFEMP1
C9JPZ9	EFEMP1
C9J8S9	EFEMP1
C9JQX7	EFEMP1
C9J4H7	EFEMP1
C9JUM4	EFEMP1
C9J4J8	EFEMP1
O95967	EFEMP2
E9PRQ8	EFEMP2
E9PI47	EFEMP2
E9PRU1	EFEMP2
E9PSC1	EFEMP2
E9PNB8	EFEMP2
E9PKA3	EFEMP2
H0YEU0	EFEMP2
H0YCB5	EFEMP2
H0YET5	EFEMP2
H0YCR9	EFEMP2
Q8IYU8	EFHA1
F2Z348	EFHA1
Q86XE3	EFHA2
H0YAN7	EFHA2
H0YB82	EFHA2
Q8N7U6	EFHB
H7C0U4	EFHB
H9KV82	EFHB
Q5JVL4	EFHC1
H7C4B1	EFHC1
F5GZD8	EFHC1
Q5JST6	EFHC2
H0Y5A6	EFHC2
Q9BUP0	EFHD1
C9JTV4	EFHD1
H7C0I0	EFHD1
Q96C19	EFHD2
H0Y4Y4	EFHD2
P20827	EFNA1
O43921	EFNA2
P52797	EFNA3
B4DXG7	EFNA3
B7ZAD3	EFNA3
P52798	EFNA4
G3XAK2	EFNA4
P52803	EFNA5
D6RDV5	EFNA5
P98172	EFNB1
P52799	EFNB2
Q15768	EFNB3
Q14156	EFR3A
H9KV44	EFR3A
E5RFJ2	EFR3A
E5RJS1	EFR3A
Q9Y2G0	EFR3B
E7ESK9	EFR3B
H7BXG9	EFR3B
O43281	EFS
B4DJ56	EFS
Q7Z2Z2	EFTUD1
H0YK75	EFTUD1
H0YKI9	EFTUD1
H0YNW8	EFTUD1
H0YKY7	EFTUD1
Q15029	EFTUD2
K7EJ74	EFTUD2
K7EP67	EFTUD2
K7EJ81	EFTUD2
K7EIT3	EFTUD2
K7EIV5	EFTUD2
K7ERJ5	EFTUD2
K7EQ26	EFTUD2
P01133	EGF
E7EVD2	EGF
Q0D2K5	EGFEM1P
Q8IUX8	EGFL6
Q9UHF1	EGFL7
Q99944	EGFL8
Q5JP22	EGFL8
A2ABD2	EGFL8
H3BNV4	EGFL8
Q5T3T9	EGFL9
Q5T3U0	EGFL9
Q63HQ2	EGFLAM
D6RG24	EGFLAM
D6RJD2	EGFLAM
P00533	EGFR
Q504U8	EGFR
E9PFD7	EGFR
C9JYS6	EGFR
Q9GZT9	EGLN1
Q96KS0	EGLN2
Q9H6Z9	EGLN3
F8VR39	EGLN3
G3V3M1	EGLN3
F8W1G2	EGLN3
P18146	EGR1
P11161	EGR2
Q06889	EGR3
E5RIM5	EGR3
Q05215	EGR4
G3V1T5	EGR4
Q8NDI1	EHBP1
H7C1E6	EHBP1
H7C0Q4	EHBP1
B5MC86	EHBP1
C9J268	EHBP1
C9JEP1	EHBP1
H7BZ98	EHBP1
C9IYU2	EHBP1
C9K0H9	EHBP1
Q8N3D4	EHBP1L1
E9PIH6	EHBP1L1
E9PSB0	EHBP1L1
H0YDZ9	EHBP1L1
Q9H4M9	EHD1
C9IZH1	EHD1
C9JDQ8	EHD1
C9J2Z4	EHD1
C9JIJ3	EHD1
C9JC03	EHD1
Q9NZN4	EHD2
B4DNU6	EHD2
B7ZAY3	EHD2
Q9NZN3	EHD3
B4DFR5	EHD3
Q9H223	EHD4
Q9NZC4	EHF
E9PPS9	EHF
E9PQX0	EHF
E9PQR6	EHF
E9PN75	EHF
E9PSB2	EHF
Q08426	EHHADH
C9JJE0	EHHADH
Q9H9B1	EHMT1
Q96KQ7	EHMT2
A2BED7	EHMT2
A2ABF8	EHMT2
H0Y4K5	EHMT2
H0YIM0	EHMT2
B0UZY3	EHMT2
B0UZY0	EHMT2
A2ABF9	EHMT2
B0UZY1	EHMT2
H0YHA9	EHMT2
A2BED6	EHMT2
O14681	EI24
E9PK61	EI24
E9PL33	EI24
A6NES3	EI24
E9PNX3	EI24
E9PM05	EI24
E9PS58	EI24
E9PQN7	EI24
E9PLB8	EI24
Q9Y6B2	EID1
H0YN68	EID1
H0YLQ9	EID1
H0YKG9	EID1
Q8N6I1	EID2
Q96D98	EID2B
Q8N140	EID3
P41567	EIF1
K7EM18	EIF1
K7EQP2	EIF1
Q8N9N8	EIF1AD
E9PNH5	EIF1AD
E9PRR8	EIF1AD
E9PLI6	EIF1AD
E9PS76	EIF1AD
E9PS30	EIF1AD
E9PQD0	EIF1AD
P47813	EIF1AX
O14602	EIF1AY
A6NJH9	EIF1AY
O60739	EIF1B
Q9BY44	EIF2A
B4DQ14	EIF2A
B4DF96	EIF2A
F8WF18	EIF2A
H7C5R5	EIF2A
C9IZE1	EIF2A
F8WAT3	EIF2A
H7C5Q3	EIF2A
F8WAE5	EIF2A
H7C5Q4	EIF2A
Q9BQI3	EIF2AK1
B4DIP4	EIF2AK1
F8WCM0	EIF2AK1
H7C438	EIF2AK1
C9J7U7	EIF2AK1
H7C033	EIF2AK1
P19525	EIF2AK2
C9JZT2	EIF2AK2
F8WBH4	EIF2AK2
E9PC80	EIF2AK2
Q9NZJ5	EIF2AK3
C9J185	EIF2AK3
E7ER02	EIF2AK3
Q9P2K8	EIF2AK4
H0YND8	EIF2AK4
H0YME5	EIF2AK4
H0YNY9	EIF2AK4
Q14232	EIF2B1
B4DGX0	EIF2B1
J3KMX9	EIF2B1
H0YGG4	EIF2B1
F5H0D0	EIF2B1
P49770	EIF2B2
G3V5E5	EIF2B2
H0YJJ8	EIF2B2
H0YK01	EIF2B2
Q9NR50	EIF2B3
Q5QP88	EIF2B3
H0Y580	EIF2B3
Q9UI10	EIF2B4
F8W8L6	EIF2B4
E7ERK9	EIF2B4
H7C2L8	EIF2B4
F8WEV6	EIF2B4
Q13144	EIF2B5
C9JRD9	EIF2B5
E9PC74	EIF2B5
H7C2X0	EIF2B5
Q9UL18	EIF2C1
Q5TA58	EIF2C1
Q9UKV8	EIF2C2
E5RJY2	EIF2C2
E5RGG9	EIF2C2
Q9H9G7	EIF2C3
Q5TA56	EIF2C3
Q9HCK5	EIF2C4
P41214	EIF2D
P05198	EIF2S1
H0YJS4	EIF2S1
G3V4T5	EIF2S1
P20042	EIF2S2
P41091	EIF2S3
